email;dem_inviata;dem_consegnata;dem_aperta;li_annuncio_reach;li_annuncio_interazione;li_recap_reach;li_recap_interazione;visita_stand;giorno_visita;visualizzazioni;scroll;accesso_sala_vip;risposte_wordcloud;presenza_simposio;permanenza_min;focus_rate;quiz_completati
caterina.franco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
michela.barbieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
irene.ferretti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
andrea.franco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
irene.neri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.manfredi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
luca.ricci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paola.esposito@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.colombo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.parisi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.bianco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
samuele.conte@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sofia.franco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vittorio.bonetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
serena.lombardi@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
mauro.farina@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.innocenti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.ruggiero@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanni.esposito@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.ricci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.esposito@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.galli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.cattaneo@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
sofia.zanetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
luigi.giordano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
margherita.mancini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
alessandro.rossi@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
giovanni.fabbri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giuseppe.costa@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.fiore@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgia.moretti@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.conte@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudio.sala@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ilaria.gatti@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.riva@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.giordano@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paola.zanetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vincenzo.pesce@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.ariemma@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
silvia.lombardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.lombardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberto.bruni@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.rizzo@example.org;true;true;true;true;false;true;false;true;2025-10-17;2;2;false;0;false;;;0
viola.sartori@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
ludovica.cardone@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.ricci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.bianchi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
elisa.ariemma@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulio.bernardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.neri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
stefano.fiore@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
luca.fumagalli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.parisi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
michele.gentile@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marta.messina@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
sabrina.lombardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.esposito@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.agostini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.ferrari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulio.zanini@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
elisa.serra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.antonelli@example.org;true;true;true;false;false;false;false;true;2025-10-18;6;2;true;0;false;;;0
nicola.santoro@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
susanna.carbone@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;true;46;0.6365;0
matteo.marchetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.cardone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanna.zanini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.fabbri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.salerno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lucia.guerra@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
paola.gatti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.galli@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
chiara.franco@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
stefano.donati@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.sorrentino@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paola.cerri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
emanuele.deluca@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.fontana@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.bellini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.esposito@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
emanuele.rossi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
daniela.negri@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;true;59;0.5203;2
marco.orlando@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
margherita.cardone@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giuseppe.bernardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
laura.guerra@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
cristina.denicola@example.org;true;true;true;false;false;false;false;true;2025-10-16;2;0;false;0;true;49;0.7044;2
vincenzo.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
michela.sartori@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giorgia.costa@example.org;true;true;true;false;false;false;false;true;2025-10-15;3;1;false;0;false;;;0
daniele.serra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sabrina.orlando@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.bruno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
serena.russo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.denicola@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ilaria.barbieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.ruggiero@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.mancini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.fontana@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
elena.cattaneo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
cristina.zanini@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.deluca@example.org;true;true;true;false;false;false;false;true;2025-10-15;4;1;false;0;false;;;0
andrea.monaco@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
giorgio.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
maria.mazza@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
carlo.pesce@example.org;true;true;true;false;false;false;false;true;2025-10-15;2;1;false;0;true;47;0.6686;0
angela.cirillo@example.org;true;true;true;false;false;true;false;false;;0;0;false;0;false;;;0
raffaella.melchiorre@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paola.innocenti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giacomo.ferrari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mauro.benedetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
simone.barbieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.denicola@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
margherita.sanna@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mauro.silvestri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
martina.ferretti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
irene.greco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
michela.sala@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulia.parisi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
francesco.ricci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
michele.perini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lorenzo.sala@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
monica.cristofaro@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.fiore@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.desantis@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.piras@example.org;true;true;true;false;false;true;true;true;2025-10-16;7;0;true;5;true;59;0.7847;2
angela.pellegrini@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
lorenzo.neri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.cirillo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paola.riva@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
sara.salerno@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
cristina.borghi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.leone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.antonelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
simone.bellini@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.desantis@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.romano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesco.borghi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
silvia.fumagalli@example.org;true;true;true;false;false;false;false;true;2025-10-18;4;0;false;0;false;;;0
caterina.abbate@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
susanna.ricci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
laura.ruggiero@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.mazza@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
stefano.sala@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mauro.grassi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
chiara.lorenzi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
luigi.mancini@example.org;true;true;true;false;false;false;false;true;2025-10-15;4;2;false;0;false;;;0
elisa.sanna@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
daniela.pesce@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.gentile@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
raffaella.vitale@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
simone.mancini@example.org;true;true;true;true;false;true;true;true;2025-10-16;3;1;false;0;false;;;0
lorenzo.ferrari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.gatti@example.org;true;true;true;false;false;true;false;false;;0;0;false;0;false;;;0
mauro.palmieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gianluca.balestra@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giuseppe.innocenti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.messina@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gianluca.zanetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.bianco@example.org;true;true;true;true;false;true;true;true;2025-10-16;1;1;false;0;false;;;0
viola.mazza@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.grassi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.grassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.orlando@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
sofia.bruno@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanna.vitale@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.cerri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.deluca@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paola.testa@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
giovanna.carbone@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
matteo.iacobelli@example.org;true;true;true;false;false;false;false;true;2025-10-17;4;0;true;4;false;;;0
monica.fontana@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
nicola.marini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sofia.damico@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberto.bassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.benedetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
raffaella.sanna@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
andrea.bianco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federica.ruggiero@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.sanna@example.org;true;true;true;false;false;false;false;true;2025-10-16;2;2;false;0;false;;;0
sara.mancini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.martini@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
roberto.messina@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
daniela.cerri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gianluca.caruso@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ilaria.castelli@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.zanini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberta.ferretti@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanni.cristofaro@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paola.perini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.monaco@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giacomo.volpe@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
serena.perini@example.org;true;true;true;false;false;true;true;true;2025-10-15;2;1;false;0;false;;;0
emanuele.innocenti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
andrea.guerra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
beatrice.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giacomo.giuliani@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
michela.ferrari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
